ID,Z_0,Z_1,Z_2,Z_3,Z_4,Z_5,Z_6,Z_7,Z_8,Z_9
31-2_5-20,0.09010376,0.11326181,-0.2551798,-0.12946928,0.22601295,0.27558696,0.26884836,0.013143122,-0.17322221,-0.15891963
35-2_7-20,0.20194453,0.08197611,-0.27787998,-0.013339981,0.35493678,-0.034354806,0.14025468,-0.2376275,-0.20558093,-0.113107756
45-0_7-20,0.119312644,0.08819345,-0.12558989,-0.2938246,-0.03494309,-0.021343574,-0.01819469,-0.3205383,0.03113462,0.113743335
14-1_5-20,0.092585444,-0.16385975,-0.12534727,-0.39497286,0.24518918,0.01923889,0.045247957,-0.26045007,-0.107043065,0.04040587
40-1_5-20,0.09326191,0.15843515,-0.33457476,-0.17150344,0.36231592,0.2624237,0.25953478,-0.02222231,-0.25242624,-0.23916323
29-0_5-20,0.10625717,0.21078156,-0.24456955,-0.09487527,0.23325434,0.14289254,0.21583486,-0.11785112,-0.21586785,-0.18058145
14-2_5-20,0.012313216,0.10646302,-0.21049552,-0.27043495,0.12879911,0.04915805,0.15561697,-0.023993656,-0.26978225,-0.1697674
29-2_5-20,0.110190645,0.16389626,-0.1920204,-0.0933671,0.33655298,0.22801939,0.41414112,0.023977995,-0.30647635,-0.357629
28-0_5-20,0.12613581,-0.095576786,-0.19992223,-0.22361875,0.3688252,0.1778018,0.23496495,-0.15553935,-0.19973575,-0.051545545
42-1_7-20,0.052904263,0.05109115,-0.23831356,-0.19489524,0.1955481,0.18052751,0.17469221,-0.26148316,-0.11146412,-0.07336778
23-2_5-20,0.08654176,0.061451443,-0.37631458,-0.24497338,0.44745362,0.13827047,0.20780806,-0.15829888,-0.27703398,-0.29823008
40-0_5-20,0.16495852,-0.017909719,-0.3335715,-0.17021227,0.45275795,0.2050169,0.40323505,-0.13023734,-0.23194599,-0.22718965
